"Dataset.Name","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","malignant.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5","secondStage_JobID","secondStage_batch.job","secondStage_JobName","secondStage_AllocCPUS","secondStage_State","secondStage_Elapsed","secondStage_ReqMem","secondStage_ReqTRES","secondStage_TotalCPU","secondStage_date.process","secondStage_State_clean","secondStage_ReqMem_clean","secondStage_ReqTRES_clean","secondStage_CPU.time.used","secondStage_DiskSpaceUsed_clean","secondStage_PhysicalMemoryUsed_clean","secondStage_VirtualMemoryUsed_clean","secondStage_h5.name","h5_fileSize","h5_filename","secondStage_h5.completed"
"OV_GSE154600",153,"T020153","Human","None",5,"42,583","10x Genomics","Primary","32747365","B, CD8T, CD8Tex, Endothelial, Epithelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD8Tcm, CD8Tex, CD8Tn, Endothelial, Epithelial, Fibroblasts, M1, Malignant, Monocyte, Myofibroblasts, Plasma, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,589.8,NA,NA,"",NA,42583,"GSE154600","OV",FALSE,"",NA,"7594808_153","array_7594808_153.out","OV_GSE154600","42583","not_complete","array","redwood-s+","owner-gue+",12,"PREEMPTED","0:00","0:25:32",NA,NA,"125G","25:26.2","225M","9-Aug","14:55","OV_GSE154600.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OV_GSE154600.secondStage.h5","286M","OV_GSE154600.secondStage.h5","yes"
"CRC_GSE146771_10X",154,"T010026","Human","None",10,"43,817","10x Genomics","Primary","32302573","B, CD4Tconv, CD8T, CD8Tex, Mast, Mono/Macro, NK, Plasma, Tproilf","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, M1, Mast, Monocyte, NK, Tfh, Th17, Tproilf","Immune cells",FALSE,415,NA,NA,"",NA,43817,"GSE146771","CRC",FALSE,"",NA,"7594808_154","array_7594808_154.out","CRC_GSE146771_10X","43817","not_complete","array","redwood-s+","owner-gue+",12,"PREEMPTED","0:00","0:25:32",NA,NA,"125G","25:26.2","222M","9-Aug","14:55","CRC_GSE146771_10X.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CRC_GSE146771_10X.secondStage.h5","243M","CRC_GSE146771_10X.secondStage.h5","yes"
"KIRC_GSE145281_aPDL1",155,"T010044","Human","Immunotherapy",4,"44,220","10x Genomics","Metastatic","32405063","B, CD4Tconv, CD8T, DC, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tn, CD8Teff, CD8Tn, cDC2, M1, M2, Mast, Monocyte, NK, Plasma, Th1, Tprolif","Immune cells",FALSE,420.7,NA,NA,"",NA,44220,"GSE145281","KIRC",FALSE,"",NA,"7594808_155","array_7594808_155.out","KIRC_GSE145281_aPDL1","44220","2.265927389","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","2:16:08",NA,NA,"125G","2:17:59","159M","6-Aug","15:51","KIRC_GSE145281_aPDL1.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"KIRC_GSE145281_aPDL1.secondStage.h5","191M","KIRC_GSE145281_aPDL1.secondStage.h5","yes"
"NPC_GSE150430",156,"T020111","Human","None",15,"45,959","10x Genomics","Primary","32686767","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, pDC, Plasma, Tprolif, Treg","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, pDC, Plasma, Tprolif, Treg","Immune cells, Malignant cells, Stromal cells",FALSE,921.4,NA,NA,"",NA,45959,"GSE150430","NPC",FALSE,"",NA,"7599432_156","array_7599432_156.out","NPC_GSE150430","45959","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:43:29",NA,NA,"24000M","1:43:18","323M","6-Aug","15:52","NPC_GSE150430.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"389M","NPC_GSE150430.secondStage.h5","yes"
"HB_GSE180665",157,"T020125","Human","None",3,"46,486","10x Genomics","Primary","34497364","Endothelial, Hepatocytes, Kupffer, Malignant, Stellate","Endothelial, Hepatocytes, Kupffer, Malignant, Stellate","Malignant cells, Others, Stromal cells",TRUE,1047.3,NA,NA,"",NA,46486,"GSE180665","HB",FALSE,"",NA,"7599432_157","array_7599432_157.out","HB_GSE180665","46486","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:16:41",NA,NA,"24000M","1:16:25","338M","9-Aug","14:55","HB_GSE180665.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"393M","HB_GSE180665.secondStage.h5","yes"
"OS_GSE162454",158,"T020148","Human","None",6,"46,544","10x Genomics","Primary","34367994","CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Malignant, Mono/Macro, Osteoblasts, Plasmocytes","CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Mono/Macro, Osteoblasts, Plasmocytes","Immune cells, Stromal cells",TRUE,1090.9,NA,NA,"",NA,46544,"GSE162454","OS",FALSE,"",NA,"7604923_158","array_7604923_158.out","158","22954","not_complete","array","ychen-sha+","ychen-rw",1,"FAILED","1:00","1:25:58",NA,NA,"100G","1:25:47","366M","9-Aug","14:55","OS_GSE162454.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"428M","OS_GSE162454.secondStage.h5","yes"
"CLL_GSE132065",159,"T020095","Human","None",3,"47,695","10x Genomics","Primary","32393363","CD4Tconv, CD8T, Malignant, Mono/Macro, NK","CD4Tconv, CD8T, Malignant, Mono/Macro, NK","Immune cells, Malignant cells",FALSE,347.1,NA,NA,"",NA,47695,"GSE132065","CLL",FALSE,"",NA,"7599432_159","array_7599432_159.out","CLL_GSE132065","38637","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:54:03",NA,NA,"24000M","54:00.1","136M","9-Aug","14:55","CLL_GSE132065.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"173M","CLL_GSE132065.secondStage.h5","yes"
"KIRC_GSE139555",160,"T010043","Human","None",3,"49,907","10x Genomics","Primary","32103181","B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Teff, CD4Tn, CD8Teff, CD8Tex, cDC1, Endothelial, M1, M2, Mast, Monocyte, NK, pDC, Plasma, Th1, Tprolif","Immune cells, Stromal cells",TRUE,470.4,NA,NA,"",NA,49907,"GSE139555","KIRC",FALSE,"",NA,"7599432_160","array_7599432_160.out","KIRC_GSE139555","49907","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:20:00",NA,NA,"24000M","1:19:50","174M","9-Aug","14:55","KIRC_GSE139555.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"205M","KIRC_GSE139555.secondStage.h5","yes"
"BCC_GSE123813_aPD1",161,"T010005","Human","Immunotherapy",11,"52,884","10x Genomics","Metastatic","31359002","B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mast, Melanocytes, Mono/Macro, Myofibroblasts, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Tex, cDC1, Endothelial, Fibroblasts, M1, Malignant, Mast, Melanocytes, Monocyte, Myofibroblasts, NK, pDC, Plasma, Tfh, Th1, Tprolif, Treg","Immune cells, Malignant cells, Stromal cells",TRUE,835.3,NA,NA,"",NA,52884,"GSE123813","BCC",FALSE,"",NA,"7599437_161","array_7599437_161.out","BCC_GSE123813_aPD1","52884","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:03:01",NA,NA,"24000M","1:02:50","309M","9-Aug","14:55","BCC_GSE123813_aPD1.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"358M","BCC_GSE123813_aPD1.secondStage.h5","yes"
"HNSC_GSE180268",162,"T020114","Human","None",6,"53,660","10x Genomics","Primary, Metastatic","34471285","CD8T","CD8T","Immune cells",FALSE,738.4,NA,NA,"",NA,53660,"GSE180268","HNSC",FALSE,"",NA,"7599437_162","array_7599437_162.out","HNSC_GSE180268","53660","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:54:45",NA,NA,"24000M","1:54:37","222M","9-Aug","14:55","HNSC_GSE180268.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240M","HNSC_GSE180268.secondStage.h5","yes"
"BCC_GSE141526",163,"T020086","Human","None",6,"56,116","10x Genomics","Primary","33033234","CD8Tex, DC, Endothelial, Fibroblasts, Keratinocytes, Malignant, Myofibroblasts","CD8Tex, Endothelial, Fibroblasts, Keratinocytes, M2, Malignant, Myofibroblasts","Immune cells, Malignant cells, Stromal cells",TRUE,981.1,NA,NA,"",NA,56116,"GSE141526","BCC",FALSE,"",NA,"7599437_163","array_7599437_163.out","BCC_GSE141526","56116","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:11:10",NA,NA,"24000M","1:10:57","334M","9-Aug","14:55","BCC_GSE141526.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"378M","BCC_GSE141526.secondStage.h5","yes"
"PAAD_CRA001160",164,"T010066","Human","None",35,"57,443","10x Genomics","Primary","31273297","Acinar, B, CD8Tex, DC, Ductal, Endocrine, Endothelial, Fibroblasts, Malignant, Mono/Macro, Plasma, Stellate","Acinar, B, CD8Tex, Ductal, Endocrine, Endothelial, Fibroblasts, M1, Malignant, Monocyte, pDC, Plasma, Stellate","Immune cells, Malignant cells, Others, Stromal cells",TRUE,1171.8,NA,NA,"",NA,57443,"CRA001160","PAAD",FALSE,"",NA,"7599437_164","array_7599437_164.out","PAAD_CRA001160","57443","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:23:24",NA,NA,"24000M","1:23:17","407M","9-Aug","14:55","PAAD_CRA001160.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"482M","PAAD_CRA001160.secondStage.h5","yes"
"OSCC_GSE172577",165,"T020113","Human","None",6,"57,503","10x Genomics","Primary","34044317","CD8T, Ductal, Endothelial, Epithelial, Gland, Keratinocytes, Malignant, Mast, Mono/Macro, NK, Treg","CD8T, CD8Tcm, cDC1, Ductal, Endothelial, Epithelial, Gland, Keratinocytes, M1, Malignant, Mast, Mono/Macro, NK, Treg","Immune cells, Malignant cells, Stromal cells",TRUE,1245.7,NA,NA,"",NA,57503,"GSE172577","OSCC",FALSE,"",NA,"7599437_165","array_7599437_165.out","OSCC_GSE172577","57503","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:12:35",NA,NA,"24000M","1:12:28","433M","9-Aug","14:55","OSCC_GSE172577.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"498M","OSCC_GSE172577.secondStage.h5","yes"
"OV_GSE151214",166,"T020152","Human","None",8,"59,446","10x Genomics","Metastatic","33852846","CD4T, CD8T, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts","CD4T, CD8T, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts","Immune cells, Malignant cells, Stromal cells",TRUE,629.3,NA,NA,"",NA,59446,"GSE151214","OV",FALSE,"",NA,"7599437_166","array_7599437_166.out","OV_GSE151214","59446","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:12:20",NA,NA,"24000M","2:12:15","233M","9-Aug","14:55","OV_GSE151214.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"288M","OV_GSE151214.secondStage.h5","yes"
"CLL_GSE125881",167,"T010018","Human","Immunotherapy",4,"60,528","10x Genomics","Primary","31924795","CD8T, CD8Tex, Tprolif","CD8T, CD8Tcm, CD8Teff, CD8Tem, CD8Tex, CD8Tn, Tprolif","Immune cells",FALSE,955.2,NA,NA,"",NA,60528,"GSE125881","CLL",FALSE,"",NA,"7599437_167","array_7599437_167.out","CLL_GSE125881","60528","not_complete","array","ychen-sha+","ychen-rw",12,"OUT_OF_ME+","0.086805556","1:01:28",NA,NA,"24000M","1:01:22","315M","9-Aug","14:55","CLL_GSE125881.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"359M","CLL_GSE125881.secondStage.h5","yes"
"LIHC_GSE140228_10X",168,"T010046","Human","None",5,"62,530","10x Genomics","Primary","31675496","B, CD4Tconv, CD8T, CD8Tex, DC, ILC, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, cDC1, ILC, M1, MAIT, Mast, Monocyte, NK, Plasma, Tprolif, Treg","Immune cells",FALSE,652.1,NA,NA,"",NA,62530,"GSE140228","LIHC",FALSE,"",NA,"7599437_168","array_7599437_168.out","LIHC_GSE140228_10X","61690","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:00:00",NA,NA,"24000M","1:59:54","255M","9-Aug","14:55","LIHC_GSE140228_10X.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"290M","LIHC_GSE140228_10X.secondStage.h5","yes"
"PBMC_60K",169,"T010069","Human","None",1,"63,628","10x Genomics","Normal","None","B, CD4Tconv, CD8T, DC, Mast, Mono/Macro, NK","B, CD4Tn, CD8Tcm, CD8Tn, M1, Mast, Monocyte, NK, pDC, Th2","Immune cells",FALSE,956.8,NA,NA,"",NA,63628,"60K","PBMC",FALSE,"",NA,"7599437_169","array_7599437_169.out","PBMC_60K","63628","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:07:18",NA,NA,"24000M","1:07:09","304M","14-Aug","18:08","PBMC_60K.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"335M","PBMC_60K.secondStage.h5","yes"
"CRC_GSE166555",170,"T020099","Human","None",12,"66,050","10x Genomics","Primary","34409732","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,876.6,NA,NA,"",NA,66050,"GSE166555","CRC",FALSE,"",NA,"7599437_170","array_7599437_170.out","CRC_GSE166555","66050","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:17:17",NA,NA,"24000M","1:17:13","301M","14-Aug","18:07","CRC_GSE166555.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"369M","CRC_GSE166555.secondStage.h5","yes"
"CRC_GSE136394",171,"T010024","Human","Immunotherapy",5,"67,171","10x Genomics","Primary, Metastatic","31484655","CD4Tconv, CD8T, Mono/Macro, Tprolif","CD8Tcm, CD8Teff, CD8Tem, CD8Tn, Monocyte, Th17, Tprolif","Immune cells",FALSE,1047,NA,NA,"",NA,67171,"GSE136394","CRC",FALSE,"",NA,"7599447_171","array_7599447_171.out","CRC_GSE136394","67171","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:28:32",NA,NA,"24000M","1:28:22","319M","14-Aug","18:07","CRC_GSE136394.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"344M","CRC_GSE136394.secondStage.h5","yes"
"NSCLC_GSE162498",172,"T020145","Human","None",11,"68,255","10x Genomics","Primary","33514641","CD4Tconv, CD8T, Epithelial, Mono/Macro, NK, Tprolif, Treg","CD4Tconv, CD4Teff, CD8Tcm, CD8Teff, CD8Tn, Epithelial, Mono/Macro, NK, Th1, Th17, Th2, Tprolif, Treg","Immune cells, Stromal cells",FALSE,919.4,NA,NA,"",NA,68255,"GSE162498","NSCLC",FALSE,"",NA,"7599447_172","array_7599447_172.out","NSCLC_GSE162498","68255","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:29:11",NA,NA,"24000M","1:29:04","305M","14-Aug","18:08","NSCLC_GSE162498.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347M","NSCLC_GSE162498.secondStage.h5","yes"
"NSCLC_GSE139555",173,"T010061","Human","None",6,"78,829","10x Genomics","Primary","32103181","B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, cDC2, Monocyte, NK, pDC, Plasma, Th1, Th17, Tprolif, Treg","Immune cells",FALSE,848.5,NA,NA,"",NA,78829,"GSE139555","NSCLC",FALSE,"",NA,"7599447_173","array_7599447_173.out","NSCLC_GSE139555","78829","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:32:17",NA,NA,"24000M","1:32:09","279M","14-Aug","18:08","NSCLC_GSE139555.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312M","NSCLC_GSE139555.secondStage.h5","yes"
"MM_GSE175385",174,"T020132","Human","None",21,"79,277","10x Genomics","Primary","34133718","Malignant, Plasma","Malignant, Plasma","Immune cells, Malignant cells",FALSE,877.7,NA,NA,"",NA,79277,"GSE175385","MM",FALSE,"",NA,"7599447_174","array_7599447_174.out","MM_GSE175385","79277","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:18:33",NA,NA,"24000M","1:18:17","310M","14-Aug","18:08","MM_GSE175385.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"368M","MM_GSE175385.secondStage.h5","yes"
"NSCLC_GSE148071",175,"T020140","Human","None",42,"82,267","GEXSCOPETM","Primary","33953163","Alveolar, Basal, CD8T, Endothelial, Epithelial , Fibroblasts, Malignant, Mono/Macro, Plasma, Tprolif","Alveolar, Basal, CD8T, Endothelial, Epithelial , Fibroblasts, Malignant, Mono/Macro, Plasma, Tprolif","Immune cells, Malignant cells, Others, Stromal cells",TRUE,1219.9,NA,NA,"",NA,82267,"GSE148071","NSCLC",FALSE,"",NA,"7599447_175","array_7599447_175.out","NSCLC_GSE148071","82267","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:00:13",NA,NA,"24000M","2:00:03","413M","14-Aug","18:08","NSCLC_GSE148071.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"521M","NSCLC_GSE148071.secondStage.h5","yes"
"BRCA_GSE176078",176,"T010014","Human","None",26,"89,471","10x Genomics","Primary","34493872","B, CD4Tconv, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mono/Macro, Plasma, SMC, Tprolif","B, CD4Tn, CD8Tex, Endothelial, Fibroblasts, M1, Malignant, Monocyte, pDC, Plasma, SMC, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,1421.4,NA,NA,"",NA,89471,"GSE176078","BRCA",FALSE,"",NA,"7599447_176","array_7599447_176.out","BRCA_GSE176078","89471","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:54:47",NA,NA,"24000M","1:54:03","542M","14-Aug","18:07","BRCA_GSE176078.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"637M","BRCA_GSE176078.secondStage.h5","yes"
"RB_GSE166173",177,"T020171","Human","None",12,"90,603","10x Genomics","Primary","34003213","Amacrine cell, Cones, Endothelial, Goblet cell, Horizontal cell, Microglia, Muller Glia, Retinal cell","Amacrine cell, Cones, Endothelial, Goblet cell, Horizontal cell, Microglia, Muller Glia, Retinal cell","Others, Stromal cells",TRUE,1861.8,NA,NA,"",NA,90603,"GSE166173","RB",FALSE,"",NA,"7599447_177","array_7599447_177.out","RB_GSE166173","90603","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:23:12",NA,NA,"24000M","2:23:01","584M","14-Aug","18:08","RB_GSE166173.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SKCM_GSE159251",178,"T020179","Human","Immunotherapy",4,"95,421","10x Genomics","Primary, Metastatic","33651880","CD4Tconv, CD8T, CD8Tex, Tprolif","CD4Tconv, CD8T, CD8Tex, Tprolif","Immune cells, Stromal cells",FALSE,898.5,NA,NA,"",NA,95421,"GSE159251","SKCM",FALSE,"",NA,"7599447_178","array_7599447_178.out","SKCM_GSE159251","95421","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:53:21",NA,NA,"24000M","1:53:11","281M","14-Aug","18:08","SKCM_GSE159251.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312M","SKCM_GSE159251.secondStage.h5","yes"
"OV_GSE158722",179,"T020155","Human","Chemotherapy",21,"96,846","10x Genomics","Primary","34031395","CD8T, Fibroblasts, Malignant, Mono/Macro","CD8T, Fibroblasts, Malignant, Mono/Macro","Immune cells, Malignant cells, Stromal cells",FALSE,2282,NA,NA,"",NA,96846,"GSE158722","OV",FALSE,"",NA,"7599447_179","array_7599447_179.out","OV_GSE158722","96846","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:26:24",NA,NA,"24000M","2:26:17","718M","14-Aug","18:08","OV_GSE158722.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glioma_GSE162631",180,"T020107","Human","None",4,"99,612","10x Genomics","Primary","32663469","CD8T, Endothelial, Microglia, Mono/Macro, Mural cell","CD8T, Endothelial, Microglia, Mono/Macro, Mural cell","Immune cells, Others, Stromal cells",TRUE,1874.3,NA,NA,"3hr:7mins",NA,99612,"GSE162631","Glioma",TRUE,"",NA,"7599447_180","array_7599447_180.out","Glioma_GSE162631","99612","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:29:51",NA,NA,"24000M","1:29:46","588M","6-Aug","15:51","Glioma_GSE162631.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"638M","Glioma_GSE162631.secondStage.h5","yes"
"UVM_GSE139829",181,"T010081","Human","None",11,"103,703","10x Genomics","Primary, Metastatic","31980621","B, CD4Tconv, CD8T, CD8Tex, Endothelial, Malignant, Mono/Macro, Plasma","B, CD8Tcm, CD8Tex, Endothelial, M1, Malignant, Monocyte, Plasma, Th1","Immune cells, Malignant cells, Stromal cells",TRUE,1940.9,NA,NA,"",NA,103703,"GSE139829","UVM",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"623M","14-Aug","18:08","UVM_GSE139829.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"685M","UVM_GSE139829.secondStage.h5","yes"
"PRAD_GSE172301",182,"T020170","Human","None",6,"104,021","10x Genomics","Primary","34173975","B, CD8T, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Plasma, SMC","B, CD8T, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Plasma, SMC","Immune cells, Stromal cells",TRUE,1400.9,NA,NA,"",NA,104021,"GSE172301","PRAD",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"470M","14-Aug","18:08","PRAD_GSE172301.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"520M","PRAD_GSE172301.secondStage.h5","yes"
"Glioma_GSE148842",183,"T010036","Human","None",7,"111,397","Microwell","Primary","33975634","AC-like Malignant, CD8Tex, Malignant, Mono/Macro, Oligodendrocyte, Others","AC-like Malignant, CD8Tex, M2, Malignant, Monocyte, Oligodendrocyte, Others","Immune cells, Malignant cells, Others",FALSE,1746.6,NA,NA,"5hr:11mins",NA,111397,"GSE148842","Glioma",TRUE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"544M","6-Aug","15:51","Glioma_GSE148842.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HNSC_GSE139324",184,"T010041","Human","None",26,"130,721","10x Genomics","Primary","31924475","B, CD4Tconv, CD8T, CD8Tex, DC, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, CD8Tn, cDC2, M1, M2, Mast, Monocyte, NK, pDC, Plasma, Tfh, Tprolif, Treg","Immune cells",FALSE,1429.1,NA,NA,"",NA,130721,"GSE139324","HNSC",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"464M","14-Aug","18:07","HNSC_GSE139324.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"501M","HNSC_GSE139324.secondStage.h5","yes"
"NPC_GSE162025",185,"T020112","Human","None",10,"176,440","10x Genomics","Primary","33531485","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, NK, Plasma, Tprolif, Treg","Immune cells, Malignant cells, Stromal cells",FALSE,2220.7,NA,NA,"",NA,176440,"GSE162025","NPC",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"674M","14-Aug","18:08","NPC_GSE162025.pipeline.h5","COMPLETED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
